Порядковый номер,Идентификационный номер,Классификация очагов,Год обследования,"Периметр территории очагов,м","Площадь территории очагов,м2"
1464,1,Действующий очаг,2017,17.8405304,11.8550663
1465,2,Возникающий очаг,2017,47.6018295,175.2428589
1466,3,Действующий очаг,2017,48.658123,95.7104034
1467,4,Действующий очаг,2017,239.1686554,595.8671265
1468,5,Без признаков поражения,2016,1829.5410156,3685.0986328
1469,6,Возникающий очаг,2016,457.1250916,860.9038696
1470,7,Без признаков поражения,2016,331.1167908,606.1085205
1472,8,Действующий очаг,2010,56.0226669,93.8067093
1473,9,Действующий очаг,2010,28.8614998,41.792614
1474,10,Действующий очаг,2010,213.0391846,410.3568115
1475,11,Действующий очаг,2017,800.6907959,1562.5881348
1476,12,Вырублено,2017,75.4476471,134.2296295
1477,13,Затухающий очаг,2017,113.066803,209.0085907
1478,14,Действующий очаг,2016,52.7313499,89.4835587
1479,15,Действующий очаг,2011,13.4725714,10.9935017
1480,16,Действующий очаг,2011,174.0173187,332.4803162
1481,17,Возникающий очаг,2017,218.6533356,419.3405457
1482,18,Возникающий очаг,2017,549.644165,1087.8337402
1483,19,Без признаков поражения,2017,517.8858032,1022.8815308
1484,20,Возникающий очаг,2017,645.2944946,1269.2674561
1485,21,Возникающий очаг,2017,167.0222778,318.1387634
1486,22,Действующий очаг,2017,89.2508469,162.3723145
1487,23,Вырублено,2017,102.8201065,189.5106201
1488,24,Действующий очаг,2017,159.3097382,305.7572632
1489,25,Возникающий очаг,2011,153.9848633,293.733551
1490,26,Действующий очаг,2017,354.7444153,698.9480591
1491,27,Возникающий очаг,2017,175.7189484,338.4080505
1492,28,Без признаков поражения,2011,619.3853149,1227.069458
1493,29,Без признаков поражения,2017,236.0099335,451.2767639
1494,30,Действующий очаг,2017,620.9130859,1218.769165
1495,31,Затухающий очаг,2011,242.412735,466.718689
1496,32,Действующий очаг,2011,274.181366,531.8197021
1497,33,Действующий очаг,2011,479.8252869,941.6119385
1498,34,Возникающий очаг,2011,51.8093605,87.1662369
1499,35,Возникающий очаг,2011,86.6690674,157.9735107
1500,36,Действующий очаг,2017,1109.6916504,2201.4150391
1501,37,Действующий очаг,2017,736.3242798,1464.1875
1502,38,Действующий очаг,2011,189.2644653,358.7666016
1503,39,Действующий очаг,2011,61.642437,107.5890579
1504,40,Действующий очаг,2011,476.9184265,927.8625488
1505,41,Действующий очаг,2017,547.2161865,1075.5081787
1506,42,Без признаков поражения,2015,379.059082,745.9802246
1507,43,Действующий очаг,2017,216.2435608,417.725647
1508,44,Возникающий очаг,2017,610.633667,1208.696167
1509,45,Без признаков поражения,2011,250.4093933,486.4414063
1510,46,Возникающий очаг,2011,155.5759735,297.4138794
1511,47,Действующий очаг,2012,132.6398926,250.1146393
1512,48,Возникающий очаг,2016,130.4613342,245.8942871
1513,49,Без признаков поражения,2012,62.5355339,108.4387894
1514,50,Возникающий очаг,2012,468.4945984,914.7321777
1515,51,Без признаков поражения,2012,412.4129639,809.418396
1516,52,Действующий очаг,2013,293.6751709,565.2976074
1517,53,Действующий очаг,2013,224.395752,434.2860413
1518,54,Без признаков поражения,2015,629.7869263,1238.3476563
1519,55,Действующий очаг,2017,358.259613,706.9251099
1520,56,Действующий очаг,2017,87.3382874,158.8698578
1521,57,Действующий очаг,2016,82.5889206,148.7133484
1522,58,Возникающий очаг,2014,114.2992172,211.5838165
1523,59,Действующий очаг,2017,633.2173462,1254.1060791
1524,60,Затухающий очаг,2017,506.4667969,1000.123291
1525,61,Действующий очаг,2017,1017.8838501,2025.982666
1526,62,Действующий очаг,2017,476.5438232,978.4486694
1527,63,Действующий очаг,2017,618.1774902,1223.7237549
1528,64,Действующий очаг,2017,951.4578857,1891.9805908
1529,65,Действующий очаг,2017,373.0571899,722.3186646
1530,66,Возникающий очаг,2015,107.9757919,197.9768829
1531,67,Действующий очаг,2017,552.9485474,1092.8044434
1532,68,Действующий очаг,2017,295.0050659,575.5150146
1533,69,Затухающий очаг,2014,76.7231369,136.7715454
1534,70,Без признаков поражения,2014,281.5766296,548.8517456
1535,71,Возникающий очаг,2014,316.6105042,614.2751465
1536,72,Возникающий очаг,2015,417.867981,823.7922363
1537,73,Действующий очаг,2017,120.2842331,223.6917419
1538,74,Действующий очаг,2017,151.4134369,287.098114
1539,75,Без признаков поражения,2015,305.4333801,591.5621948
1540,76,Возникающий очаг,2015,32.9953613,50.1777916
1541,77,Действующий очаг,2017,513.7657471,1015.6520996
1542,78,Действующий очаг,2015,221.8578339,430.7445679
1543,79,Затухающий очаг,2015,46.1482582,76.4814301
1544,80,Без признаков поражения,2017,234.707077,454.2236328
1545,81,Возникающий очаг,2017,109.7966156,203.1187286
1546,82,Без признаков поражения,2017,185.7925262,353.0987244
1547,83,Вырублено,2017,107.9154587,201.285141
1548,84,Без признаков поражения,2017,125.2431107,231.9689026
1549,85,Возникающий очаг,2017,128.1486511,242.0679169
1550,86,Не определено,2015,125.3924789,234.5470428
1551,87,Не определено,2015,109.8472443,204.0527039
1552,88,Не определено,2015,88.7657394,161.9824677
1553,89,Не определено,2015,155.4440002,295.5424194
1558,90,Возникающий очаг,2012,254.5395203,481.5228271
1563,91,Действующий очаг,2017,78.4374847,141.4873962
1564,92,Вырублено,2017,89.9812241,162.9746399
1566,93,Затухающий очаг,2010,49.8725739,84.1047287
1567,94,Действующий очаг,2013,97.6555176,179.6893921
1568,95,Действующий очаг,2014,382.7811584,752.1004639
1569,96,Действующий очаг,2014,365.7945862,711.5077515
1570,97,Действующий очаг,2014,515.7231445,1013.2544556
1571,98,Действующий очаг,2011,108.7531281,200.5374298
1572,99,Действующий очаг,2017,314.2583313,610.2770996
1573,100,Затухающий очаг,2012,415.023407,813.9139404
1574,101,Возникающий очаг,2011,40.7278442,65.4130249
1575,102,Затухающий очаг,2011,58.4009705,101.1665192
1576,103,Затухающий очаг,2013,162.9577789,310.6985474
1577,104,Затухающий очаг,2011,81.7637558,148.4375763
1578,105,Возникающий очаг,2015,63.1045456,110.3812408
1579,106,Возникающий очаг,2017,145.980896,276.3664856
1580,107,Действующий очаг,2017,412.0151978,809.1003418
1581,108,Возникающий очаг,2017,514.9031372,1015.2122803
1582,109,Действующий очаг,2017,302.8349304,586.8253784
1583,110,Действующий очаг,2017,994.847168,1976.2017822
1584,111,Затухающий очаг,2011,57.7880859,100.8392181
1585,112,Без признаков поражения,2011,116.3314667,215.2545166
1586,113,Действующий очаг,2011,201.7485809,388.0147095
1587,114,Затухающий очаг,2011,35.0657921,54.0338821
1588,115,Действующий очаг,2017,869.4134521,1720.8994141
1589,116,Без признаков поражения,2011,183.1415863,350.783905
1590,117,Затухающий очаг,2017,211.7108765,404.9651184
1591,118,Действующий очаг,2017,465.0718079,908.7700195
1592,119,Возникающий очаг,2011,70.0030594,124.7861252
1593,120,Действующий очаг,2017,228.2863007,443.731842
1594,121,Возникающий очаг,2016,118.08284,412.2024231
1595,122,Действующий очаг,2011,558.3568726,1101.5456543
1596,123,Действующий очаг,2011,793.6275024,1572.5643311
1597,124,Без признаков поражения,2017,321.2499084,626.5322876
1598,125,Без признаков поражения,2017,316.385498,617.1647339
1599,126,Без признаков поражения,2017,1153.8934326,2291.4594727
1600,127,Действующий очаг,2014,259.3483887,502.9197083
1601,128,Действующий очаг,2014,113.234642,208.0690918
1602,129,Действующий очаг,2017,729.0405273,1424.7670898
1603,130,Действующий очаг,2014,87.8659973,160.8751678
1604,131,Без признаков поражения,2011,401.8495178,781.524353
1605,132,Без признаков поражения,2011,103.2274704,192.486557
1606,133,Без признаков поражения,2011,183.5456848,351.1723022
1607,134,Возникающий очаг,2017,241.7121124,460.692627
1608,135,Действующий очаг,2017,469.1060181,926.8444214
1609,136,Возникающий очаг,2017,180.4733276,345.7235413
1610,137,Без признаков поражения,2012,30.5651188,45.0732918
1611,138,Без признаков поражения,2012,267.3518066,518.7322388
1612,139,Без признаков поражения,2012,111.8766479,207.8531952
1613,140,Без признаков поражения,2012,70.0568924,124.3384399
1614,141,Затухающий очаг,2012,226.0038605,439.1125183
1615,142,Действующий очаг,2012,68.5521164,121.7944717
1616,143,Действующий очаг,2017,581.991272,1148.5603027
1617,144,Действующий очаг,2017,1035.2106934,2055.1516113
1618,145,Без признаков поражения,2017,749.7445679,1484.0749512
1619,146,Без признаков поражения,2017,121.0844955,225.3972015
1620,147,Возникающий очаг,2013,130.3810883,245.3864441
1621,148,Действующий очаг,2013,361.3731079,706.6303101
1622,149,Действующий очаг,2013,20.9966221,25.9397678
1623,150,Действующий очаг,2013,433.8768616,851.1179199
1624,151,Действующий очаг,2013,721.1036377,1424.7613525
1625,152,Затухающий очаг,2013,190.3698883,362.4765625
1626,153,Возникающий очаг,2013,101.9954224,186.9621887
1627,154,Возникающий очаг,2014,75.4507294,134.501297
1628,155,Возникающий очаг,2014,283.6471252,548.1495972
1629,156,Затухающий очаг,2014,287.48703,560.0167847
1630,157,Возникающий очаг,2014,315.5971069,613.9324951
1631,158,Возникающий очаг,2014,314.9029236,612.3510742
1632,159,Возникающий очаг,2014,212.1999969,406.4523315
1633,160,Возникающий очаг,2014,211.6171875,411.0270081
1634,161,Действующий очаг,2017,886.8577271,1757.3485107
1635,162,Без признаков поражения,2017,510.5375977,1006.1776123
1636,163,Действующий очаг,2015,395.5492554,773.2903442
1637,164,Возникающий очаг,2015,39.9942207,62.7458305
1638,165,Действующий очаг,2017,19.8622208,23.6838207
1639,166,Без признаков поражения,2017,71.024559,127.1860352
1640,167,Без признаков поражения,2016,198.1514893,388.9606323
1641,168,Без признаков поражения,2016,19.2356529,22.3230343
1642,169,Без признаков поражения,2016,26.9786797,39.7223244
1643,170,Без признаков поражения,2016,278.4727783,538.4985962
1644,171,Без признаков поражения,2016,145.3513184,298.7159424
1645,172,Не определено,2015,41.2494049,66.4309387
1650,173,Вырублено,2016,166.8596649,320.9280701
1651,174,Возникающий очаг,2016,30.8057556,46.1014137
1652,175,Вырублено,2016,65.2584915,114.8369064
1669,176,Действующий очаг,2010,648.3728027,1270.3996582
1670,177,Действующий очаг,2010,482.0014038,953.796875
1671,178,Действующий очаг,2010,61.2462921,106.3742142
1672,179,Действующий очаг,2010,58.0105782,100.7720184
1673,180,Действующий очаг,2010,57.4524651,98.934639
1674,181,Возникающий очаг,2010,14.728425,13.5626631
1675,182,Действующий очаг,2010,13.0695133,10.15623
1676,183,Действующий очаг,2010,12.0285444,8.0533514
1677,184,Действующий очаг,2010,22.5647011,29.2000465
1678,185,Действующий очаг,2010,32.4680405,48.7857513
1679,186,Вырублено,2016,1620.8959961,3217.161377
1680,187,Вырублено,2016,620.0765991,1231.8914795
1681,188,Вырублено,2016,173.9864807,285.393219
1682,189,Вырублено,2016,510.5030518,768.6962891
1683,190,Действующий очаг,2012,19.4848557,23.0087852
1684,191,Действующий очаг,2012,17.4180222,18.9923992
1685,192,Возникающий очаг,2015,94.7238998,174.0831909
1691,193,Затухающий очаг,2012,35.4334755,55.2680664
1692,194,Без признаков поражения,2012,55.8778305,113.9998779
1693,195,Без признаков поражения,2012,69.6992264,201.059082
1694,196,Без признаков поражения,2012,1359.4145508,3121.4501953
1695,197,Без признаков поражения,2016,699.2501831,1050.0551758
1696,198,Без признаков поражения,2016,55.776947,103.6730652
1697,199,Без признаков поражения,2016,36.0241508,55.9851303
1698,200,Без признаков поражения,2016,24.8051891,33.967762
1699,201,Действующий очаг,2017,94.08638,-293.9491882
1700,202,Действующий очаг,2017,196.5791168,-1412.4918213
1701,203,Действующий очаг,2017,255.4564362,495.1615295
1702,204,Действующий очаг,2017,157.4116974,296.3285522
1703,205,Действующий очаг,2017,154.2337646,293.7661743
1706,206,Действующий очаг,2011,15.201417,14.3979883
1707,207,Без признаков поражения,2015,574.2800293,1123.5223389
1708,208,Возникающий очаг,2011,180.4534607,345.4166565
1709,209,Возникающий очаг,2017,137.5672607,258.492157
1710,210,Действующий очаг,2013,24.2458076,32.6669846
1711,211,Действующий очаг,2013,26.6952744,33.7608414
1712,212,Действующий очаг,2013,237.5927734,453.8871155
1713,213,Действующий очаг,2017,220.494873,426.9007263
1714,214,Без признаков поражения,2014,159.7648315,335.6493835
1715,215,Без признаков поражения,2014,211.6578979,407.297821
1716,216,Действующий очаг,2017,475.1860046,943.7765503
1717,217,Без признаков поражения,2014,381.7123718,752.2995605
1718,218,Без признаков поражения,2014,417.1926575,823.6838379
1719,219,Без признаков поражения,2015,95.8639603,174.7178802
1720,220,Возникающий очаг,2017,270.2111816,523.092041
1721,221,Без признаков поражения,2017,87.5524139,159.7283478
1722,222,Возникающий очаг,2011,54.1923485,92.6920166
1723,223,Действующий очаг,2017,240.3596954,465.7273865
1724,224,Действующий очаг,2017,222.0363159,425.8528137
1725,225,Без признаков поражения,2017,411.3465271,806.9631958
1726,226,Действующий очаг,2017,360.4611206,704.4365234
1727,227,Без признаков поражения,2015,869.0942383,1713.9576416
1728,228,Без признаков поражения,2012,130.0977478,244.944809
1729,229,Действующий очаг,2017,1376.8935547,2719.611084
1730,230,Действующий очаг,2013,378.015564,743.6113281
1731,231,Затухающий очаг,2013,42.4902039,73.0735855
1732,232,Затухающий очаг,2013,32.5547218,49.1568031
1733,233,Затухающий очаг,2013,23.0031967,34.6004982
1734,234,Возникающий очаг,2013,39.5530434,63.0303116
1735,235,Действующий очаг,2013,23.1253662,28.8600693
1736,236,Действующий очаг,2013,31.665741,45.333252
1737,237,Действующий очаг,2013,27.3194103,38.8165474
1738,238,Без признаков поражения,2014,340.2153015,667.2254639
1739,239,Без признаков поражения,2014,294.1897278,567.0907593
1740,240,Возникающий очаг,2017,115.7050552,216.2584534
1741,241,Без признаков поражения,2014,276.2498779,536.803833
1742,242,Возникающий очаг,2014,19.4460659,22.8805218
1743,243,Возникающий очаг,2014,35.9494858,56.0294914
1744,244,Действующий очаг,2014,197.786377,380.6647644
1745,245,Возникающий очаг,2017,71.6955032,127.5019989
1746,246,Возникающий очаг,2017,93.3183823,170.1983795
1747,247,Возникающий очаг,2015,28.3698063,40.6637306
1748,248,Возникающий очаг,2015,297.3334961,577.8624268
1749,249,Действующий очаг,2017,70.0634155,124.0589294
1750,250,Возникающий очаг,2015,27.2273579,38.5132599
1751,251,Действующий очаг,2015,122.0793076,228.7971191
1752,252,Вырублено,2017,100.5965271,185.6685486
1753,253,Затухающий очаг,2015,107.0735703,198.0514984
1754,254,Возникающий очаг,2015,49.9539375,82.3412933
1755,255,Возникающий очаг,2017,85.4836884,154.7098541
1756,256,Действующий очаг,2017,294.6275024,571.6027832
1757,257,Возникающий очаг,2017,72.9820786,128.3093109
1758,258,Возникающий очаг,2015,78.8787155,141.9307098
1759,259,Возникающий очаг,2015,107.9755173,200.4519958
1760,260,Возникающий очаг,2015,133.3800812,255.103653
1761,261,Действующий очаг,2017,843.8283691,1656.9649658
1762,262,Без признаков поражения,2016,107.6152878,200.5029755
1763,263,Действующий очаг,2010,43.9094543,71.923851
1764,264,Действующий очаг,2010,294.511322,571.9179077
1765,265,Возникающий очаг,2017,61.3127594,116.4105682
1766,266,Без признаков поражения,2017,306.9091797,1131.0294189
1767,267,Возникающий очаг,2014,36.7333221,57.4770775
1769,268,Возникающий очаг,2016,181.3240051,346.9619141
1770,269,Действующий очаг,2017,409.8529663,847.100769
1774,270,Действующий очаг,2010,179.4656982,344.6143494
1775,271,Возникающий очаг,2010,35.7875977,55.5227699
1776,272,Без признаков поражения,2012,277.0198669,533.4083862
1777,273,Без признаков поражения,2012,237.4722137,457.5281067
1778,274,Действующий очаг,2017,986.5108643,1986.088501
1779,275,Возникающий очаг,2017,54.5239601,92.6576614
1780,276,Без признаков поражения,2017,228.1612244,440.5845947
1781,277,Без признаков поражения,2017,369.1775513,718.5369263
1782,278,Без признаков поражения,2017,607.9522095,1208.286377
1783,279,Без признаков поражения,2017,710.6220703,1406.4924316
1784,280,Без признаков поражения,2011,228.0979309,3736.4777832
1785,281,Возникающий очаг,2011,22.8068237,29.5798054
1786,282,Возникающий очаг,2017,205.3774261,500.4466248
1787,283,Без признаков поражения,2017,797.9353638,1746.1717529
1788,284,Возникающий очаг,2017,172.4610138,327.4873047
1789,285,Без признаков поражения,2017,656.8014526,1288.6583252
1790,286,Без признаков поражения,2017,820.4320679,1631.3900146
1791,287,Без признаков поражения,2017,706.6766357,1395.585083
1792,288,Без признаков поражения,2017,1216.5820313,2404.826416
1793,289,Действующий очаг,2011,116.7263794,218.3565216
1794,290,Без признаков поражения,2015,877.7018433,1739.0716553
1795,291,Без признаков поражения,2015,364.1138611,716.4547119
1796,292,Без признаков поражения,2015,1334.7912598,2659.5720215
1797,293,Вырублено,2017,169.2507324,324.1332397
1798,294,Действующий очаг,2017,999.541626,1897.9141846
1799,295,Без признаков поражения,2017,466.9859009,2057.8647461
1800,296,Возникающий очаг,2016,512.1185913,1010.5019531
1801,297,Действующий очаг,2017,471.5186768,919.3518677
1802,298,Без признаков поражения,2015,114.8252716,214.3722839
1803,299,Действующий очаг,2017,449.1614685,882.3411865
1804,300,Без признаков поражения,2015,666.7609863,1304.0998535
1805,301,Без признаков поражения,2015,554.3047485,1093.6149902
1806,302,Без признаков поражения,2015,423.2623596,818.7156982
1807,303,Без признаков поражения,2015,555.6876831,1086.1691895
1808,304,Без признаков поражения,2015,967.0024414,1932.1530762
1809,305,Без признаков поражения,2015,303.2375183,590.6785278
1810,306,Без признаков поражения,2015,505.9845886,998.8490601
1811,307,Без признаков поражения,2015,228.1445618,444.8301697
1812,308,Без признаков поражения,2015,268.7515564,521.6240845
1813,309,Возникающий очаг,2017,176.6596527,337.9432983
1814,310,Возникающий очаг,2017,321.0295105,627.1963501
1815,311,Без признаков поражения,2015,130.1925049,244.9126129
1816,312,Без признаков поражения,2015,374.7575684,725.9225464
1817,313,Возникающий очаг,2017,106.8647614,199.461319
1818,314,Без признаков поражения,2011,117.476944,220.109314
1819,315,Без признаков поражения,2011,243.6233826,470.1830139
1820,316,Действующий очаг,2011,143.3981476,269.7709656
1821,317,Без признаков поражения,2017,180.2904816,344.1169128
1822,318,Возникающий очаг,2012,155.1079559,382.2644653
1823,319,Действующий очаг,2012,18.394722,20.8152275
1824,320,Без признаков поражения,2012,176.2138367,342.660614
1825,321,Без признаков поражения,2017,235.4178467,455.3217773
1826,322,Вырублено,2017,336.0361328,656.5028076
1827,323,Возникающий очаг,2013,800.06073,1567.0063477
1828,324,Действующий очаг,2017,128.3487091,241.7375641
1829,325,Действующий очаг,2017,148.053772,278.6521606
1830,326,Возникающий очаг,2013,121.0741882,225.5867615
1831,327,Действующий очаг,2017,343.9078979,666.1716309
1832,328,Возникающий очаг,2014,22.5026093,29.0283413
1833,329,Действующий очаг,2017,797.1819458,1578.2835693
1834,330,Возникающий очаг,2014,21.3459244,26.7952671
1835,331,Действующий очаг,2017,574.8389893,1131.2081299
1836,332,Действующий очаг,2017,691.1088867,1355.2398682
1837,333,Возникающий очаг,2014,21.8955479,27.4976101
1838,334,Возникающий очаг,2014,24.8928623,33.6301117
1839,335,Возникающий очаг,2014,24.1363792,32.101078
1840,336,Возникающий очаг,2015,111.6448593,207.657135
1841,337,Возникающий очаг,2015,191.0853424,369.1488647
1842,338,Без признаков поражения,2017,206.213089,396.7528992
1843,339,Без признаков поражения,2015,530.5753174,1036.595459
1844,340,Действующий очаг,2017,50.946476,85.3523941
1845,341,Действующий очаг,2017,28.7587013,41.5973434
1846,342,Возникающий очаг,2017,246.1917419,480.098053
1847,343,Возникающий очаг,2014,42.1036377,68.0697021
1848,344,Возникающий очаг,2014,23.1801014,30.0292912
1849,345,Без признаков поражения,2017,158.4972992,299.1826477
1850,346,Вырублено,2017,29.1101913,42.2416039
1851,347,Возникающий очаг,2017,389.1748047,24257.1992188
1852,348,Возникающий очаг,2014,35.6039009,55.4463158
1853,349,Возникающий очаг,2014,95.7467422,174.262619
1854,350,Вырублено,2017,93.3577423,169.8054199
1855,351,Без признаков поражения,2014,79.7342453,142.3509979
1856,352,Возникающий очаг,2017,42.8732414,72.4591522
1857,353,Без признаков поражения,2017,236.3574066,174.1268921
1858,354,Возникающий очаг,2014,22.1673737,28.3562241
1859,355,Действующий очаг,2017,173.3158569,328.9036255
1860,356,Действующий очаг,2017,158.843338,301.0592651
1861,357,Возникающий очаг,2015,89.5007553,162.8223724
1862,358,Возникающий очаг,2015,155.0645294,292.450531
1863,359,Возникающий очаг,2015,164.2864685,311.5172119
1864,360,Возникающий очаг,2015,357.6524658,691.421936
1865,361,Возникающий очаг,2015,72.2125931,128.9182892
1866,362,Не определено,2015,205.2741241,394.5150146
1867,363,Без признаков поражения,2016,109.3716049,203.5753937
1868,364,Без признаков поражения,2016,32.8721962,50.0294342
1869,365,Без признаков поражения,2016,61.7783127,107.770546
1870,366,Не определено,2015,121.9033356,229.307785
1871,367,Возникающий очаг,2016,107.9571152,201.7546997
1872,368,Возникающий очаг,2016,111.5671539,206.7426605
1873,369,Без признаков поражения,2016,102.7567139,188.8013763
1874,370,Без признаков поражения,2016,51.8093872,193.6914368
1875,371,Без признаков поражения,2016,74.8440933,133.7898407
1876,372,Без признаков поражения,2016,177.5345154,1293.0854492
1877,373,Затухающий очаг,2014,75.344902,135.1860809
1878,374,Действующий очаг,2012,39.0380402,61.8135529
1879,375,Действующий очаг,2012,47.9877701,80.8818359
1880,376,Затухающий очаг,2012,88.4545822,160.0135498
1881,377,Действующий очаг,2012,52.677597,89.4362259
1882,378,Без признаков поражения,2012,297.8237915,583.0969849
1883,379,Действующий очаг,2012,12.8660755,9.7683649
1884,380,Действующий очаг,2014,642.5471802,1258.743042
1885,381,Действующий очаг,2014,149.3986511,284.2505188
1886,382,Действующий очаг,2014,139.9771118,264.6055603
1887,383,Действующий очаг,2014,127.5462036,235.7519073
1888,384,Действующий очаг,2016,34.1947021,46.7002258
1889,385,Действующий очаг,2016,49.4539375,152.0375366
1890,386,Действующий очаг,2016,91.2649155,168.4302368
1891,387,Действующий очаг,2016,47.8070488,78.8100128
1897,388,Действующий очаг,2017,111.4457932,207.4554901
1898,389,Действующий очаг,2017,135.3382416,257.490387
1900,390,Затухающий очаг,2017,198.9230042,385.2890015
1937,391,Вырублено,2016,220.0873718,406.2472839
1940,392,Вырублено,2016,115.2228012,211.9460602
1954,393,Затухающий очаг,2017,213.5832825,-6341.7929688
1955,394,Затухающий очаг,2017,231.4537964,447.3696289
1956,395,Действующий очаг,2017,119.3795853,223.4248962
1959,396,Действующий очаг,2015,134.2809906,253.0896606
1960,397,Действующий очаг,2015,81.6404724,148.2654877
1961,398,Возникающий очаг,2017,90.7105789,164.8540192
1962,399,Возникающий очаг,2017,126.5179291,236.8784943
1967,400,Действующий очаг,2017,624.3660889,1234.282959
1968,401,Действующий очаг,2017,404.3553467,793.6776733
1972,402,Затухающий очаг,2017,80.8217316,146.4331818
1998,403,Без признаков поражения,2011,282.8943176,549.3482666
1999,404,Действующий очаг,2017,964.1252441,1918.8898926
2000,405,Затухающий очаг,2017,650.3173218,1291.538208
2001,406,Без признаков поражения,2011,331.7158203,645.6395264
2002,407,Без признаков поражения,2011,72.3503876,128.9692535
2003,408,Без признаков поражения,2011,131.8750458,246.6830292
2004,409,Без признаков поражения,2011,158.190094,300.7615051
2005,410,Вырублено,2017,375.577179,725.6047974
2006,411,Вырублено,2017,273.8516541,536.1972656
2007,412,Действующий очаг,2017,79.3263397,-397.7365723
2008,413,Вырублено,2017,551.1514893,1092.3631592
2009,414,Без признаков поражения,2012,742.8305664,1475.2714844
2010,415,Действующий очаг,2017,286.1704712,1461.7342529
2011,416,Возникающий очаг,2017,555.6333008,1092.4465332
2012,417,Возникающий очаг,2017,179.4271698,339.2805481
2013,418,Без признаков поражения,2017,199.7692566,384.4376831
2014,419,Без признаков поражения,2011,79.122673,143.0493622
2015,420,Возникающий очаг,2017,115.3507767,217.0197296
2016,421,Затухающий очаг,2017,68.9997787,169.9129181
2017,422,Возникающий очаг,2015,21.9624901,27.8580437
2018,423,Возникающий очаг,2012,140.1405945,264.9078674
2019,424,Затухающий очаг,2017,593.9386597,-25939.234375
2020,425,Действующий очаг,2017,689.1959229,1357.5678711
2027,426,Действующий очаг,2010,22.5036983,29.0388546
2028,427,Действующий очаг,2010,93.1968155,170.5575256
2029,428,Действующий очаг,2010,53.8199348,92.1439743
2030,429,Действующий очаг,2017,85.8992386,155.7817078
2031,430,Действующий очаг,2017,138.7143555,259.6289368
2032,431,Вырублено,2017,359.7086487,702.7277222
2033,432,Действующий очаг,2010,101.6390762,188.3130493
2034,433,Действующий очаг,2010,69.6860809,123.6327591
2035,434,Возникающий очаг,2010,38.7703514,60.9197807
2036,435,Действующий очаг,2010,51.39011,87.1198273
2037,436,Действующий очаг,2010,248.2060242,480.7490845
2038,437,Действующий очаг,2010,29.3930893,42.8647842
2039,438,Возникающий очаг,2010,15.5998154,15.2937918
2040,439,Без признаков поражения,2011,208.4996033,399.299469
2041,440,Без признаков поражения,2011,411.8231201,805.9188843
2042,441,Возникающий очаг,2011,51.8899117,88.1794128
2043,442,Затухающий очаг,2017,81.8623505,148.0228882
2044,443,Действующий очаг,2017,219.0558014,425.0349731
2045,444,Возникающий очаг,2011,145.2844086,274.3836365
2046,445,Без признаков поражения,2012,167.2245941,320.8595886
2047,446,Без признаков поражения,2012,58.0940475,100.0505371
2048,447,Без признаков поражения,2012,49.6317482,83.1620331
2049,448,Без признаков поражения,2012,134.5592499,253.5540314
2050,449,Без признаков поражения,2012,91.9291763,168.3950043
2051,450,Действующий очаг,2012,43.1675529,70.1292953
2052,451,Возникающий очаг,2012,39.6150017,62.8666458
2053,452,Без признаков поражения,2012,75.7596054,135.4717712
2054,453,Действующий очаг,2016,779.9578247,1720.0775146
2055,454,Действующий очаг,2012,35.4264259,54.9456139
2056,455,Возникающий очаг,2013,130.0245667,245.5639496
2057,456,Без признаков поражения,2013,555.2042847,1095.7333984
2058,457,Действующий очаг,2013,142.6088562,268.9178162
2059,458,Действующий очаг,2013,189.1875763,362.4719238
2060,459,Действующий очаг,2010,27.940691,39.6357956
2061,460,Действующий очаг,2010,26.4788303,37.1277962
2062,461,Действующий очаг,2010,24.8167534,33.6541595
2063,462,Возникающий очаг,2011,19.1754532,22.2691727
2064,463,Действующий очаг,2011,24.6551628,33.4160614
2065,464,Действующий очаг,2017,215.7576141,2292.4855957
2066,465,Действующий очаг,2012,162.473938,309.2084045
2067,466,Действующий очаг,2012,787.1535034,1555.3955078
2068,467,Действующий очаг,2012,51.6864853,87.4937744
2069,468,Возникающий очаг,2014,229.5957184,444.9359436
2070,469,Возникающий очаг,2014,42.9772568,70.4150772
2071,470,Возникающий очаг,2014,641.9418335,1273.1960449
2072,471,Возникающий очаг,2014,377.530426,732.3312988
2073,472,Возникающий очаг,2017,84.9783554,140.4623871
2074,473,Не определено,2015,326.9596558,640.5735474
2075,474,Не определено,2015,147.6041107,276.4834595
2076,475,Не определено,2015,80.4574432,145.7154846
2077,476,Действующий очаг,2017,46.4037666,54.7671318
2081,477,Действующий очаг,2010,158.6130829,297.4670105
2082,478,Действующий очаг,2010,22.8961964,29.5321655
2083,479,Возникающий очаг,2010,11.0846205,6.1360178
2084,480,Затухающий очаг,2010,13.8875237,11.9663792
2085,481,Действующий очаг,2017,128.4001923,845.7523804
2086,482,Возникающий очаг,2017,303.3552551,590.628479
2087,483,Без признаков поражения,2017,126.662117,656.6031494
2088,484,Затухающий очаг,2011,21.2224026,26.682457
2089,485,Без признаков поражения,2017,298.5845032,727.5900269
2090,486,Действующий очаг,2017,215.1714935,415.6130676
2091,487,Без признаков поражения,2017,175.4254913,290.3316345
2092,488,Действующий очаг,2012,188.1163788,361.9931641
2093,489,Без признаков поражения,2012,126.7026596,235.7794495
2094,490,Без признаков поражения,2012,359.5878296,707.1170044
